25087.000000 	 0.966287 
25088.000000 	 0.966606 
25089.000000 	 0.966555 
25090.000000 	 0.966565 
25091.000000 	 0.966496 
25092.000000 	 0.966245 
25093.000000 	 0.965752 
25094.000000 	 0.965039 
25095.000000 	 0.964150 
25096.000000 	 0.963932 
25097.000000 	 0.964694 
25098.000000 	 0.965173 
25099.000000 	 0.965191 
25100.000000 	 0.965182 
25101.000000 	 0.965230 
25102.000000 	 0.965529 
25103.000000 	 0.965801 
25104.000000 	 0.965830 
25105.000000 	 0.965833 
25106.000000 	 0.965832 
25107.000000 	 0.965828 
25108.000000 	 0.965831 
25109.000000 	 0.965830 
25110.000000 	 0.965829 
25111.000000 	 0.965828 
25112.000000 	 0.965827 
25113.000000 	 0.965826 
25114.000000 	 0.965826 
25115.000000 	 0.965825 
25116.000000 	 0.965824 
25117.000000 	 0.965823 
25118.000000 	 0.965823 
25119.000000 	 0.965822 
25120.000000 	 0.965821 
25121.000000 	 0.965821 
25122.000000 	 0.965820 
25123.000000 	 0.965819 
25124.000000 	 0.965819 
25125.000000 	 0.965818 
25126.000000 	 0.965817 
25127.000000 	 0.965817 
25128.000000 	 0.965813 
25129.000000 	 0.965816 
25130.000000 	 0.965815 
25131.000000 	 0.965814 
25132.000000 	 0.965814 
25133.000000 	 0.965813 
25134.000000 	 0.965813 
25135.000000 	 0.965812 
25136.000000 	 0.965812 
25137.000000 	 0.965812 
25138.000000 	 0.965811 
25139.000000 	 0.965811 
25140.000000 	 0.965810 
25141.000000 	 0.965810 
25142.000000 	 0.965811 
25143.000000 	 0.965809 
25144.000000 	 0.965808 
25145.000000 	 0.965808 
25146.000000 	 0.965807 
25147.000000 	 0.965807 
25148.000000 	 0.965806 
25149.000000 	 0.965806 
25150.000000 	 0.965805 
25151.000000 	 0.965809 
25152.000000 	 0.965804 
25153.000000 	 0.965804 
25154.000000 	 0.965808 
25155.000000 	 0.965803 
25156.000000 	 0.965803 
25157.000000 	 0.965806 
25158.000000 	 0.965802 
25159.000000 	 0.965801 
25160.000000 	 0.965801 
25161.000000 	 0.965809 
25162.000000 	 0.965809 
25163.000000 	 0.965808 
25164.000000 	 0.965800 
25165.000000 	 0.965799 
25166.000000 	 0.965803 
25167.000000 	 0.965809 
25168.000000 	 0.965808 
25169.000000 	 0.965832 
25170.000000 	 0.966250 
25171.000000 	 0.966427 
25172.000000 	 0.966486 
25173.000000 	 0.966544 
25174.000000 	 0.966556 
25175.000000 	 0.966545 
25176.000000 	 0.966487 
25177.000000 	 0.966508 
25178.000000 	 0.966356 
25179.000000 	 0.965933 
25180.000000 	 0.965321 
25181.000000 	 0.964490 
25182.000000 	 0.963790 
25183.000000 	 0.964273 
25184.000000 	 0.965070 
25185.000000 	 0.965139 
25186.000000 	 0.965144 
25187.000000 	 0.965140 
25188.000000 	 0.965372 
25189.000000 	 0.965657 
25190.000000 	 0.965791 
25191.000000 	 0.965791 
25192.000000 	 0.965790 
25193.000000 	 0.965790 
25194.000000 	 0.965790 
25195.000000 	 0.965790 
25196.000000 	 0.965789 
25197.000000 	 0.965789 
25198.000000 	 0.965784 
25199.000000 	 0.965788 
25200.000000 	 0.965787 
25201.000000 	 0.965786 
25202.000000 	 0.965785 
25203.000000 	 0.965785 
25204.000000 	 0.965784 
25205.000000 	 0.965783 
25206.000000 	 0.965783 
25207.000000 	 0.965782 
25208.000000 	 0.965781 
25209.000000 	 0.965781 
25210.000000 	 0.965780 
25211.000000 	 0.965779 
25212.000000 	 0.965779 
25213.000000 	 0.965775 
25214.000000 	 0.965777 
25215.000000 	 0.965777 
25216.000000 	 0.965776 
25217.000000 	 0.965776 
25218.000000 	 0.965775 
25219.000000 	 0.965775 
25220.000000 	 0.965774 
25221.000000 	 0.965774 
25222.000000 	 0.965773 
25223.000000 	 0.965773 
25224.000000 	 0.965772 
25225.000000 	 0.965772 
25226.000000 	 0.965771 
25227.000000 	 0.965771 
25228.000000 	 0.965770 
25229.000000 	 0.965770 
25230.000000 	 0.965769 
25231.000000 	 0.965769 
25232.000000 	 0.965769 
25233.000000 	 0.965768 
25234.000000 	 0.965768 
25235.000000 	 0.965771 
25236.000000 	 0.965771 
25237.000000 	 0.965766 
25238.000000 	 0.965766 
25239.000000 	 0.965765 
25240.000000 	 0.965765 
25241.000000 	 0.965764 
25242.000000 	 0.965764 
25243.000000 	 0.965767 
25244.000000 	 0.965763 
25245.000000 	 0.965762 
25246.000000 	 0.965766 
25247.000000 	 0.965769 
25248.000000 	 0.965769 
25249.000000 	 0.965764 
25250.000000 	 0.965759 
25251.000000 	 0.965759 
25252.000000 	 0.965765 
25253.000000 	 0.965761 
25254.000000 	 0.965760 
25255.000000 	 0.965777 
25256.000000 	 0.966009 
25257.000000 	 0.966329 
25258.000000 	 0.966443 
25259.000000 	 0.966486 
25260.000000 	 0.966509 
25261.000000 	 0.966514 
25262.000000 	 0.966448 
25263.000000 	 0.966475 
25264.000000 	 0.966391 
25265.000000 	 0.966086 
25266.000000 	 0.965563 
25267.000000 	 0.964794 
25268.000000 	 0.963869 
25269.000000 	 0.963976 
25270.000000 	 0.964757 
25271.000000 	 0.965099 
25272.000000 	 0.965104 
25273.000000 	 0.965085 
25274.000000 	 0.965195 
25275.000000 	 0.965482 
25276.000000 	 0.965738 
25277.000000 	 0.965736 
25278.000000 	 0.965739 
25279.000000 	 0.965737 
25280.000000 	 0.965736 
25281.000000 	 0.965735 
25282.000000 	 0.965734 
25283.000000 	 0.965733 
25284.000000 	 0.965727 
25285.000000 	 0.965729 
25286.000000 	 0.965728 
25287.000000 	 0.965726 
25288.000000 	 0.965724 
25289.000000 	 0.965722 
25290.000000 	 0.965721 
25291.000000 	 0.965719 
25292.000000 	 0.965717 
25293.000000 	 0.965716 
25294.000000 	 0.965714 
25295.000000 	 0.965712 
25296.000000 	 0.965710 
25297.000000 	 0.965709 
25298.000000 	 0.965707 
25299.000000 	 0.965705 
25300.000000 	 0.965704 
25301.000000 	 0.965702 
25302.000000 	 0.965700 
25303.000000 	 0.965698 
25304.000000 	 0.965697 
25305.000000 	 0.965695 
25306.000000 	 0.965693 
25307.000000 	 0.965692 
25308.000000 	 0.965690 
25309.000000 	 0.965688 
25310.000000 	 0.965687 
25311.000000 	 0.965685 
25312.000000 	 0.965683 
25313.000000 	 0.965681 
25314.000000 	 0.965680 
25315.000000 	 0.965678 
25316.000000 	 0.965678 
25317.000000 	 0.965674 
25318.000000 	 0.965675 
25319.000000 	 0.965670 
25320.000000 	 0.965669 
25321.000000 	 0.965667 
25322.000000 	 0.965665 
25323.000000 	 0.965663 
25324.000000 	 0.965661 
25325.000000 	 0.965659 
25326.000000 	 0.965657 
25327.000000 	 0.965655 
25328.000000 	 0.965658 
